rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
350,GMA Public  Affairs,21200000,"11,36,49,08,616",Entertainment,GMA Public  Affairs,31989,Philippines,PH,News,359,4,7,142317000,35600,569300,427000,6800000,200000,2009,Aug,8,35.5,108116615,2.15,50975903,12.879721,121.774017
351,Tasty,21100000,"5,78,35,57,209",Howto & Style,Tasty,4728,United States,US,Howto,1113,99,10,24691000,6200,98800,74100,1200000,nan,2016,Jan,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
352,Baim Paula,21100000,"4,52,62,71,677",People & Blogs,Baim Paula,2325,Indonesia,ID,Entertainment,1583,8,94,26974000,6700,107900,80900,1300000,100000,2016,Jun,4,36.3,270203917,4.69,151509724,-0.789275,113.921327
353,nigahiga,21000000,"4,38,05,64,906",Entertainment,nigahiga,403,United States,US,Entertainment,1671,100,95,2476000,619,9900,7400,118900,nan,2006,Jul,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
354,Rafa & Luiz,21000000,"7,76,29,05,663",Entertainment,Rafa & Luiz,2883,Brazil,BR,Entertainment,695,16,94,118410000,29600,473600,355200,5700000,400000,2015,Aug,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528
355,Lyrical Lemonade,21000000,"10,63,16,38,628",Entertainment,Lyrical Lemonade,420,United States,US,Entertainment,398,100,95,80062000,20000,320200,240200,3800000,100000,2013,Mar,25,88.2,328239523,14.7,270663028,37.09024,-95.712891
356,Vlad and Niki IDN,21000000,"9,78,91,21,606",nan,Vlad and Niki IDN,498,United States,US,Entertainment,464,100,95,133362000,33300,533400,400100,6400000,300000,2018,Nov,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
357,Dr. Vivek Bindra: Motivational Speaker,20900000,"1,69,31,49,479",Education,Dr. Vivek Bindra: Motivational Speaker,896,India,IN,Education,6082,69,20,28588000,7100,114400,85800,1400000,100000,2013,Dec,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
358,Fatos Desconhecidos,20900000,"3,82,80,00,587",Entertainment,Fatos Desconhecidos,6262,Brazil,BR,Entertainment,2033,17,96,52330000,13100,209300,157000,2500000,100000,2013,Sep,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528
359,Brave Wilderness,20900000,"4,92,78,79,069",Pets & Animals,Brave Wilderness,982,United States,US,Animals,1396,100,2,2989000,0,0,0,0,100000,2014,Sep,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
360,LIV Crime,20900000,"11,05,80,49,885",People & Blogs,LIV Crime,9850,United States,US,People,372,100,17,383700000,95900,1500000,1200000,18400000,600000,2020,Aug,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
361,Minecraft - Topic,20900000,0,nan,Minecraft - Topic,0,nan,nan,Games,4057944,nan,24,nan,0,0,0,0,300000,2013,Dec,20,nan,nan,nan,nan,nan,nan
362,Romeo Santos,20900000,"17,32,49,76,752",Music,RomeoSantos,6,United States,US,Music,2595710,5417,4067,99,0.02,0.4,0.3,5,nan,2006,Jul,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
363,Canal Canalha,20800000,"1,87,06,08,170",Comedy,Canal Canalha,288,Brazil,BR,Comedy,5407,18,18,23897000,6000,95600,71700,1100000,nan,2011,Apr,8,51.3,212559417,12.08,183241641,-14.235004,-51.92528
364,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,20800000,"2,37,84,48,129",Education,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,193,Germany,DE,Education,3914,2,21,29269000,7300,117100,87800,1400000,100000,2013,Jul,9,70.2,83132799,3.04,64324835,51.165691,10.451526
365,Yoeslan,20700000,"17,96,32,02,261",Entertainment,Yoeslan,619,United States,US,Entertainment,146,101,96,874796000,218700,3500000,2600000,42000000,1000000,2020,Sep,26,88.2,328239523,14.7,270663028,37.09024,-95.712891
366,5-Minute Crafts DIY,20700000,"5,09,16,18,606",Howto & Style,5-Minute Crafts DIY,5062,United States,US,Howto,1334,103,11,20012000,5000,80000,60000,960600,nan,2018,Jan,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
367,Zach King,20700000,"5,41,01,64,682",Entertainment,Zach King,6,nan,nan,Entertainment,3997461,nan,4664,125,0.03,0.5,0.38,6,10,2013,Jun,5,nan,nan,nan,nan,nan,nan
368,tuzelity SHUFFLE,20700000,"8,65,89,41,531",People & Blogs,tuzelity SHUFFLE,889,Russia,RU,People,570,3,18,552266000,138100,2200000,1700000,26500000,1600000,2015,Oct,26,81.9,144373535,4.59,107683889,61.52401,105.318756
369,NBA,20700000,"12,62,48,79,732",Sports,NBA,47926,United States,US,Sports,304,103,4,73025000,18300,292100,219100,3500000,nan,2005,Nov,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
370,Deddy Corbuzier,20600000,"4,95,60,90,094",Entertainment,deddycorbuzier,15,Indonesia,ID,Entertainment,3539124,4044,6217,85,0.02,0.34,0.26,4,1,2007,Jul,23,36.3,270203917,4.69,151509724,-0.789275,113.921327
371,Bizarrap,20600000,"7,65,71,71,980",Comedy,Bizarrap,83,Argentina,AR,Entertainment,711,8,98,193176000,48300,772700,579500,9300000,200000,2017,Jan,15,90,44938712,9.79,41339571,-38.416097,-63.616672
372,Avicii,20600000,"10,29,28,74,715",Music,Avicii,156,Sweden,SE,Music,421,1,92,81236000,20300,324900,243700,3900000,nan,2009,Oct,28,67,10285453,6.48,9021165,60.128161,18.643501
373,Mnet K-POP,20500000,"15,03,85,93,883",Entertainment,Mnet K-POP,33229,South Korea,KR,Entertainment,220,7,99,158540000,39600,634200,475600,7600000,100000,2006,Mar,9,94.3,51709098,4.15,42106719,35.907757,127.766922
374,LazarBeam,20500000,"8,76,86,97,257",Gaming,LazarBeam,1323,Australia,AU,Games,565,3,25,26082000,6500,104300,78200,1300000,nan,2015,Jan,4,113.1,25766605,5.27,21844756,-25.274398,133.775136
375,Ninja Kidz TV,20500000,"11,00,91,48,579",Entertainment,Ninja Kidz TV,296,United States,US,Entertainment,377,104,99,195203000,48800,780800,585600,9400000,100000,2017,Feb,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
376,Totoy kids - Portuguï¿½,20400000,"1,79,62,27,417",Film & Animation,Totoy kids - Portuguï¿½,206,Brazil,BR,Film,5673,19,24,39495000,9900,158000,118500,1900000,100000,2014,Dec,2,51.3,212559417,12.08,183241641,-14.235004,-51.92528
377,Jake Paul,20400000,"7,31,13,22,368",People & Blogs,Jake Paul,1006,United States,US,People,778,105,19,14646000,3700,58600,43900,703000,100000,2013,Sep,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
378,Linkin Park,20400000,"13,39,70,00,296",Music,linkinpark,0,Afghanistan,AF,Games,4057944,1385,7136,nan,0,0,0,0,12,2006,Nov,28,9.7,38041754,11.12,9797273,33.93911,67.709953
379,Vijay Television,20400000,"29,40,62,06,620",Entertainment,Vijay Television,51515,India,IN,Entertainment,43,70,100,907534000,226900,3600000,2700000,43600000,400000,2007,Feb,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
380,SlivkiShow,20400000,"4,70,74,12,332",Entertainment,SlivkiShow,462,Ukraine,UA,Entertainment,1489,1,100,28990000,7200,116000,87000,1400000,nan,2012,Dec,11,82.7,44385155,8.88,30835699,48.379433,31.16558
381,Emiway Bantai,20400000,"3,57,95,55,124",Music,Emiway Bantai,239,India,IN,Music,2236,70,94,41289000,10300,165200,123900,2000000,100000,2013,May,3,28.1,1366417754,5.36,471031528,20.593684,78.96288
382,Got Talent Global,20300000,"2,44,12,88,701",Entertainment,Got Talent Global,1245,United Kingdom,GB,Entertainment,3750,15,101,86457000,21600,345800,259400,4100000,100000,2013,Jan,31,60,66834405,3.85,55908316,55.378051,-3.435973
383,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,20300000,"11,02,23,91,339",Education,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,107,nan,nan,Education,380,nan,22,71777000,17900,287100,215300,3400000,200000,2018,Jul,22,nan,nan,nan,nan,nan,nan
384,BabyBus - Cerita & Lagu Anak-anak,20300000,"11,81,90,51,552",Education,BabyBus - Cerita & Lagu Anak-anak,875,Indonesia,ID,Education,332,10,22,112768000,28200,451100,338300,5400000,100000,2019,Jan,14,36.3,270203917,4.69,151509724,-0.789275,113.921327
385,Ami Rodriguez,20200000,"2,95,19,14,200",Entertainment,Ami Rodriguez,460,Colombia,CO,Entertainment,2959,7,103,263864000,66000,1100000,791600,12700000,1600000,2009,Jul,20,55.3,50339443,9.71,40827302,4.570868,-74.297333
386,Noor Stars,20200000,"2,76,41,27,969",Comedy,Noor Stars,693,United Arab Emirates,AE,Entertainment,3238,5,102,15556000,3900,62200,46700,746700,100000,2014,Apr,24,36.8,9770529,2.35,8479744,23.424076,53.847818
387,Family GamesTV,20200000,"7,06,67,11,323",Entertainment,FamilyGamesTV,0,nan,nan,Games,4057944,nan,7492,nan,0,0,0,0,nan,2012,Dec,29,nan,nan,nan,nan,nan,nan
388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,"7,27,41,50,246",Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,780,71,23,113420000,28400,453700,340300,5400000,300000,2017,May,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
389,dednahype,20200000,"20,91,94,03,720",Comedy,dednahype,1935,Latvia,LV,Comedy,108,1,19,1245000000,311200,5000000,3700000,59800000,1200000,2020,Mar,20,88.1,1912789,6.52,1304943,56.879635,24.603189
390,Marta and Rustam,20200000,"19,69,42,65,358",Comedy,Marta and Rustam,761,United States,US,Comedy,126,106,20,452250000,113100,1800000,1400000,21700000,600000,2021,Jun,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
391,MiawAug,20200000,"6,09,86,44,584",Gaming,MiawAug,3713,Indonesia,ID,Games,1023,11,27,64489000,16100,258000,193500,3100000,200000,2014,Mar,15,36.3,270203917,4.69,151509724,-0.789275,113.921327
392,CookieSwirlC,20100000,"23,35,31,15,850",Entertainment,CookieSwirlC,3774,United States,US,Games,86,108,28,221702000,55400,886800,665100,10600000,200000,2013,Nov,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
393,Skrillex,20100000,"6,61,85,24,158",Music,Skrillex,241,United States,US,Music,905,108,95,25263000,6300,101100,75800,1200000,nan,2010,Apr,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
394,AuthenticGames,20100000,"8,92,01,41,342",Gaming,AuthenticGames,4974,Brazil,BR,Games,549,20,28,5420000,1400,21700,16300,260200,nan,2011,Oct,7,51.3,212559417,12.08,183241641,-14.235004,-51.92528
395,Robin Hood Gamer,20100000,"10,36,68,50,490",Entertainment,Homem Aranha player,0,nan,nan,Games,4057944,nan,7471,nan,0,0,0,0,nan,2013,Mar,16,nan,nan,nan,nan,nan,nan
396,Pencilmation,20100000,"11,31,73,09,935",Film & Animation,Pencilmation,1481,United States,US,Entertainment,366,109,104,14862000,3700,59400,44600,713400,100000,2007,Feb,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
397,7clouds,20100000,"14,81,60,75,927",Music,7clouds,2384,United States,US,Music,227,108,95,276751000,69200,1100000,830300,13300000,300000,2013,May,25,88.2,328239523,14.7,270663028,37.09024,-95.712891
398,5-Minute Crafts PLAY,20100000,"6,11,92,94,270",Howto & Style,5-Minute Crafts PLAY,5491,United States,US,Howto,1014,108,12,105784000,26400,423100,317400,5100000,100000,2017,Oct,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
399,Marvel Entertainment,20100000,"5,63,46,95,322",Entertainment,MarvelEntertainment,1,United States,US,Film,4054962,6143,4024,63,0.02,0.25,0.19,3,30,2011,May,10,88.2,328239523,14.7,270663028,37.09024,-95.712891
400,BuzzFeedVideo,20100000,"17,91,32,37,851",People & Blogs,BuzzFeedVideo,7737,United States,US,People,150,108,20,9112000,2300,36400,27300,437400,nan,2011,Aug,10,88.2,328239523,14.7,270663028,37.09024,-95.712891
401,REACT,20000000,"13,15,43,14,376",Entertainment,REACT,4339,United States,US,Entertainment,281,109,104,23206000,5800,92800,69600,1100000,nan,2007,Jun,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
402,Vevo,20000000,"55,97,65,455",Music,Vevo,1527,United States,US,Music,22747,109,96,1331000,333,5300,4000,63900,nan,2006,Apr,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
403,Gordon Ramsay,20000000,"3,87,51,72,235",Entertainment,Gordon Ramsay,1527,United Kingdom,GB,Entertainment,2001,16,104,39228000,9800,156900,117700,1900000,200000,2006,Apr,29,60,66834405,3.85,55908316,55.378051,-3.435973
404,Pentatonix,20000000,"6,03,32,95,543",Music,pentatonix,1,Canada,CA,Entertainment,4051673,4072,6742,nan,0,0,0,0,nan,2006,Mar,9,68.9,36991981,5.56,30628482,56.130366,-106.346771
405,Green Gold TV - Official Channel,20000000,"9,71,52,91,883",Film & Animation,Green Gold TV - Official Channel,1476,India,IN,Entertainment,473,72,104,70278000,0,0,0,0,100000,2011,Jul,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
406,Gusttavo Lima Oficial,19900000,"13,91,74,23,958",Music,Gusttavo Lima Oficial,416,Brazil,BR,Music,258,21,97,214803000,53700,859200,644400,10300000,100000,2010,Nov,9,51.3,212559417,12.08,183241641,-14.235004,-51.92528
407,HaerteTest,19800000,"3,23,48,80,084",Science & Technology,HaerteTest,1411,Germany,DE,Tech,2583,3,6,5650000,1400,22600,17000,271200,nan,2011,Sep,6,70.2,83132799,3.04,64324835,51.165691,10.451526
408,Crafty Panda,19800000,"5,75,94,42,450",People & Blogs,Crafty Panda,760,United States,US,Entertainment,1120,111,105,6137000,1500,24500,18400,294600,100000,2017,Dec,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
409,SOMOY TV,19800000,"12,29,34,79,945",News & Politics,TIME NEWS,9930,United States,US,News,1291541,2251,1555,16229,4,65,49,779,nan,2013,Nov,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
410,JennaMarbles,19700000,"1,80,32,49,241",Comedy,JennaMarbles,250,United States,US,Comedy,5665,112,21,3769000,942,15100,11300,180900,nan,2010,Feb,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
411,Troom Troom Es,19700000,"7,45,26,67,615",People & Blogs,Troom Troom Es,2912,nan,nan,Howto,747,nan,13,29387000,7300,117500,88200,1400000,100000,2016,Feb,5,nan,nan,nan,nan,nan,nan
412,Official Pink Panther,19700000,"10,95,56,19,815",Film & Animation,OfficialPinkPanther,1,United States,US,Games,4052414,7741,7494,nan,0,0,0,0,nan,2011,Oct,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
413,Britain's Got Talent,19700000,"11,32,36,17,496",Entertainment,Britain's Got Talent,4225,United Kingdom,GB,Entertainment,364,17,106,54192000,13500,216800,162600,2600000,100000,2008,Apr,12,60,66834405,3.85,55908316,55.378051,-3.435973
414,SCTV,19700000,"9,80,86,76,159",Entertainment,SCTV,267,United Kingdom,GB,Music,2831648,3695,4668,336,0.08,1,1,16,nan,2006,Mar,25,60,66834405,3.85,55908316,55.378051,-3.435973
415,AS Gaming,19600000,"2,85,10,24,430",Gaming,ASGaming,17,United States,US,Games,3857915,7711,7464,23,0.01,0.09,0.07,1,nan,2009,Mar,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
416,Sony AATH,19600000,"13,93,00,21,471",Shows,Sony AATH,18661,United States,US,Entertainment,257,112,106,274212000,68600,1100000,822600,13200000,300000,2013,Nov,13,88.2,328239523,14.7,270663028,37.09024,-95.712891
417,tabii Urdu,19600000,"8,77,97,29,549",Entertainment,tabii Urdu,1306,Turkey,TR,Entertainment,562,3,107,110806000,27700,443200,332400,5300000,100000,2020,Apr,17,23.9,83429615,13.49,63097818,38.963745,35.243322
418,DaFuq!?Boom!,19600000,"7,90,61,81,776",Film & Animation,DaFuq!?Boom!,214,United States,US,Entertainment,656,112,106,2304000000,576000,9200000,6900000,110600000,6700000,2016,Jun,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
419,Clash of Clans,19600000,"3,96,13,18,438",Gaming,Clash of Clans,674,United States,US,Games,1934,113,30,22292000,5600,89200,66900,1100000,nan,2013,Jan,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
420,RKD Studios,19500000,"5,23,42,51,168",Entertainment,RKD Studios,847,India,IN,Entertainment,1265,74,108,59841000,0,0,0,0,300000,2014,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
421,DLS News,19400000,"2,25,55,42,592",News & Politics,DLS News,4750,India,IN,News,4178,74,8,32111000,8000,128400,96300,1500000,100000,2017,Jul,5,28.1,1366417754,5.36,471031528,20.593684,78.96288
422,JukiLop,19400000,"1,57,78,59,332",People & Blogs,JukiLop,85,Mexico,MX,People,6674,14,22,2382000,595,9500,7100,114300,100000,2017,Sep,15,40.2,126014024,3.42,102626859,23.634501,-102.552784
423,etvteluguindia,19400000,"23,03,80,14,291",Entertainment,etvteluguindia,125974,India,IN,Entertainment,88,75,109,272917000,68200,1100000,818800,13100000,200000,2010,Mar,15,28.1,1366417754,5.36,471031528,20.593684,78.96288
424,FIFA,19400000,"5,52,91,31,886",Sports,FIFA,10728,Switzerland,CH,Sports,1186,1,5,58863000,14700,235500,176600,2800000,100000,2006,Sep,6,59.6,8574832,4.58,6332428,46.818188,8.227512
425,Manoj  parihar,19300000,"26,42,28,052",nan,Manoj  parihar,335,India,IN,Howto,48846,75,14,37167000,9300,148700,111500,1800000,300000,2021,Mar,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
426,Vsauce,19300000,"2,89,79,07,132",Science & Technology,Vsauce,462,nan,nan,Entertainment,3024,nan,110,69614000,17400,278500,208800,3300000,100000,2007,Jul,30,nan,nan,nan,nan,nan,nan
427,Unbox Therapy,19300000,"4,50,81,84,467",Science & Technology,Unbox Therapy,2175,nan,nan,Tech,1596,nan,7,16718000,4200,66900,50200,802500,1100000,2010,Dec,21,nan,nan,nan,nan,nan,nan
428,shane,19200000,"4,32,91,21,104",People & Blogs,shane,570,United States,US,Comedy,1705,114,22,2730000,683,10900,8200,131100,nan,2005,Sep,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
429,Sonotek,19200000,"7,59,05,82,024",Entertainment,Sonotek,8285,India,IN,Music,724,77,98,28678000,7200,114700,86000,1400000,100000,2011,Jan,11,28.1,1366417754,5.36,471031528,20.593684,78.96288
430,Jimmy Kimmel Live,19100000,"13,12,46,45,973",Entertainment,Jimmy Kimmel Live,6526,United States,US,Comedy,283,115,23,17243000,4300,69000,51700,827600,nan,2006,Sep,20,88.2,328239523,14.7,270663028,37.09024,-95.712891
431,TheOdd1sOut,19100000,"4,56,61,20,190",Comedy,TheOdd1sOut,139,United States,US,Comedy,1568,115,23,30986000,7700,123900,93000,1500000,nan,2014,Aug,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
432,Goldmines Great Indian Comedy,19100000,"5,19,49,42,269",Film & Animation,Goldmines Great Indian Comedy,2948,nan,nan,Film,1279,nan,26,65920000,16500,263700,197800,3200000,200000,2016,Aug,29,nan,nan,nan,nan,nan,nan
433,Lil Nas X,19100000,"6,33,95,84,661",Music,Lil Nas X,37,nan,nan,Music,966,nan,99,46192000,11500,184800,138600,2200000,nan,2018,May,19,nan,nan,nan,nan,nan,nan
434,ýýýýýýýýýýýýýý ýýýý,19000000,"4,92,40,54,368",Education,ýýýýýýýýýýýýýý ýýýý,60,United States,US,Entertainment,1399,116,111,21587000,5400,86300,64800,1000000,100000,2018,Feb,20,88.2,328239523,14.7,270663028,37.09024,-95.712891
435,SUPER SLICK SLIME SAM,19000000,"7,22,91,75,322",Howto & Style,SUPER SLICK SLIME SAM,903,Mexico,MX,Howto,786,15,111,123338000,30800,493400,370000,5900000,200000,2018,Jan,23,40.2,126014024,3.42,102626859,23.634501,-102.552784
436,Wow Kidz Action,19000000,"8,28,17,24,393",Film & Animation,Wow Kidz Action,1525,India,IN,Entertainment,618,78,111,105706000,26400,422800,317100,5100000,200000,2017,Nov,8,28.1,1366417754,5.36,471031528,20.593684,78.96288
437,Turma da Mï¿½ï¿½,19000000,"13,82,42,77,846",Film & Animation,Turma da Mï¿½ï¿½,1154,Brazil,BR,Film,260,22,27,76903000,19200,307600,230700,3700000,100000,2012,Jul,30,51.3,212559417,12.08,183241641,-14.235004,-51.92528
438,Calvin Harris,19000000,"16,01,40,44,618",Music,Calvin Harris,79,United Kingdom,GB,Music,191,18,99,102410000,25600,409600,307200,4900000,100000,2007,Feb,11,60,66834405,3.85,55908316,55.378051,-3.435973
439,KBS WORLD TV,19000000,"15,12,60,92,508",Entertainment,KBS WORLD TV,64496,South Korea,KR,Entertainment,217,8,111,107989000,27000,432000,324000,5200000,nan,2007,Jan,6,94.3,51709098,4.15,42106719,35.907757,127.766922
440,HiMan,18900000,"2,85,55,19,150",People & Blogs,HiMan,375,Russia,RU,Entertainment,3094,4,112,24563000,6100,98300,73700,1200000,nan,2014,Oct,16,81.9,144373535,4.59,107683889,61.52401,105.318756
441,Masha e o Urso,18900000,"8,30,17,31,337",Shows,Masha e o Urso,0,nan,nan,nan,4057944,nan,nan,nan,0,0,0,0,2,2014,Feb,20,nan,nan,nan,nan,nan,nan
442,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,18900000,"9,81,32,45,108",Education,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,719,Mexico,MX,Education,459,16,24,140398000,35100,561600,421200,6700000,nan,2018,Jan,26,40.2,126014024,3.42,102626859,23.634501,-102.552784
443,TED-Ed,18800000,"3,65,46,21,568",Education,TED-Ed,2072,United States,US,Education,2163,117,25,29874000,7500,119500,89600,1400000,100000,2011,Mar,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
444,Sidemen,18800000,"5,25,78,34,105",Entertainment,Sidemen,312,United Kingdom,GB,Entertainment,1263,19,113,78158000,19500,312600,234500,3800000,100000,2015,Jun,14,60,66834405,3.85,55908316,55.378051,-3.435973
